_unit_id,positivity,text
729489256,8,"Indeed, as the Federal Reserve's chairman, Alan Greenspan, told Congress last week, there is very little evidence throughout this economy of any degree, of slowdown. Mr. Greenspan, who only a little more than a year ago was complaining of powerful forces holding back the economy, added that the 50-mile-an-hour headwinds have disappeared and that the real worry today is inflation."
729489424,8,"Teledyne, the West Coast-based conglomerate, put on one of the session's more stunning performances, racing ahead 9% points to 96% after selling as high as 97, its best price ever. Within the last year, this stock sold as low as 47%, or less than half of yesterday's closing price."
729489820,8,The steep climb in interest rates over the last week caused the Michigan Wisconsin Pipe Line Company to postpone indefinitely the auctioning of $50 million of single-A bonds that had been scheduled for sale yesterday morning.
729489942,8,"It may cost $50 to fill the tank of a car, but on May 1, the Treasury announced that the current Series I bonds would carry a miserly initial annual yield of 2.41 percent, compared with 0.72 percent for those sold in the previous six months."
729489958,8,"But with oil prices now on the rise again the price of a futures contract for a major American crude oil closed above $16 a barrel today for the first time in three months there is also widespread agreement that the best news is past and that future inflation reports, perhaps beginning with next Wednesday's report on consumer prices, would show advances, however modest."
729489976,8,The stock market pushed ahead yesterday to the levels of last August as strong buying raised prices well beyond 3 points in some instances and left the composite rata higher by 2.44 points.
729490131,8,"The stock market erupted in a display of pre-holiday fireworks yesterday, scoring its largest advance in a month."
729490191,8,"WASHINGTON With a client list that reads like a roster of Fortune 500 firms, a little-known company with an odd name, the Tax Corporation, has come to dominate a thriving industry; helping employers process and fight unemployment claims."
729490247,8,"Signed by Allan Sproul, president, the report points out that 1950 presented a paradoxical record of economic change. The national economy, up to the middle of the year, had given a striking demonstration of the recuperative power and capacity for growth of an enterprise system largely free of detailed Government intrusion."
729490306,8,A dramatic wave of buying surged into the stock market yesterday and drove prices sharply higher in the heaviest trading in more than five months.
729490308,8,The stream of strong second-quarter corporate earnings reports continued and numerous dividend increases were announced.
729490309,8,"Prior to yesterday's surge, the market had gone up for seven consecutive sessions. Its ability to keep moving higher in the face of rising interest rates on fixed-income securities and despite the ongoing Watergate hearings no doubt bolstered investor sentiment."
729490426,8,"For 18 months, mutual fund Investors have been feasting on a fat stock market. Now, they are starting to look like gluttons."
729490484,8,"The sustained growth and major structural changes characteristic of the labor force in the past decade have been continuing. The importance of women as gainful workers has continued to growth service and government activities have come to employ a larger proportion of all employes and industrial activities a smaller proportion; the ratio of salaried workers to wage workers in manufacturing industries has risen almost without interruption, and the number of workers on farms has declined further."
729490627,8,"An increase in Goverment payments to grain farmers was the principal reason for the December increase from November's level, the Commerce Department said."
729490681,8,"The Federal Reserve announced yesterday that the nation's basic money supply sell $1.3 billion in the latest week, a decline that was close to economists' forecasts, and one that confirmed a sharp slowing in money supply growth after rapid growth in early April."
729490758,8,"Price increases in March for food, clothing, housing, medical, care and many other items pushed the price index, which is based on 1957-59 prices to 119.5. That meant it cost $9B last month to buy goods and services that cost $10 a decade ago."
729490892,8,"With hardly a ripple, the New York Stock Exchange handled 455.1 million shares last week more than in the entire year of 1953 including a record 132.7 million shares on Wednesday. So far this week, volume has exceeded 100 million shares a day."
729491035,8,"In all areas, it was agreed, sales of consumers durable goods are holding firm, and consumer credit is on the rise. Business loans are also expanding, it was said, and competition among the banks seeking to make loans continues keen in most areas. There is no apparent unemployment problem, the bankers stated, but the wartime shortage of qualified personnel continues."
729491081,8,"An investor could, for example, sacrifice some income by shifting from a 36-year Treasury bond yielding about 11% percent to a five year note yielding about 11% percent, but would be less exposed to price declines if interest rates were to rise. For example, if yields rose half a percentage point, the price of the five-year notes would fall only about two points, or $20 per $1,000 bond, while the 30-year bond's price would fall about four points, or $40 per $1,000 bond."
729491108,8,"Loans to business were up $569,000,000 since mid-year. Last year at the same time they were $70,000,000 above the level the week before and $58,000,000 above the mid-1958 total."
729491253,8,"Dealers who specialize in luxury sales said buyers were lining up to spend their money for fine jewelry, exotic vacations, lavish dinners and expensive beach rentals in numbers that match or exceed those in the months before the collapse."
729491308,8,"The benchmark Standard & Poor's 500-stock index closed at its highest point in two and a half months and the technology-driven Nasdaq composite index jumped 2.2 percent, to just over 2,115 points."
729491333,8,"Gold prices, which soared last week, relinquished some gains. Bullion was quoted at $410.25 an ounce at 4 P.M. at the Republic National Bank in New York, down $11.75 from Friday's late bid."
729491550,8,"However, optimistic statements issued then by Mr. Hoey and numerous other Wall Street economists have since been thwarted by record-high interest rates amid toppling prices for fixed-income securities."
729491655,8,"Although the stock market's spectacular rally had its origin in technical factors within the market itself, the upturn was given impetus later by favorable reaction to the Administration's session last Wednesday night with business leaders, particularly the pledge of Arthur F. Burns that the Federal Reserve Board, as a lender of last resort, would not let the economy collapse because of a shortage of ready funds in banks or other financial institutions."
729491658,8,"Although the finished-goods index rose a bit more than expected, most analysts considered the overall report encouraging and likely to reassure the Federal Reserve that inflation risks are minimal. This week the Fed has acted to bring down interest rates."
729491857,8,"manager of the $1.5 billion Janus Mid Cap Value fund, tries to buy shares of companies cheaply, but the strong stock market has made that difficult."
729491927,8,"Stocks rose yesterday as investors welcomed strong earnings from financial services companies, upbeat economic data and some reassuring news from the Federal Reserve."
729491931,8,"In economic news, the Commerce Department reported robust housing construction last month. Housing starts rose to an annual rate of two million units, the highest level of activity in five months, and came as economists were expecting a decline. July's housing figures were revised upward."
729492063,8,"This year's rise, after a lackluster 1994, is a continuation of the bull market that began in 1990, as that year's recession was ending, and can be dated as far back as 1975. It has been fueled by factors as immediate as rapidly rising profits and as long-term as the baby boom generation's growing concern with retirement."
729492170,8,"Also this year, record numbers of tourists are visiting the city, sending the hotel occupancy rate to the highest level in 15 years. Revenues from the city's hotel tax increased 17 percent in the first eight months of the year, even though the tax rate actually dropped."
729492298,8,"On Tuesday, stocks rallied. The advance continued throughout most of the week with trading volume holding steady. "
729492320,8,"For many rich people, that means repositioning their investment portfolios, and a big part of that is being accomplished by borrowing against homes, some bankers say. The Federal Reserve's lowering of interest rates to try to keep tite economy from sliding Into recession lias had the effect of making mortgages on seven- and eight-figure homes attractive. ""Money is cheap right now,"" Ms. Gorman said."
729492412,8,"WASHINGTON It is now clear that the American economy is in a phase of robust expansionan expansion that should reduce this year, though only gradually, the persistent high rate of unemployment. Not nearly so clear, however, is whether the Phase Two program of wage and price controls will significantly lower the still-high rate of inflation. Here the jury is still out, notwithstanding cries of complete failure from some Democratic politicians."
729492445,8,"This price spiral has persisted almost unchecked throughout the last two years, through the boom of 1956 and the sharp readjustment of 1957. The wholesale index climbed 5.8 percent and the consumer average by 6 percent. At the end. of last year, they were both at new highs."
729492451,8,"In support of his conclusion about interest rates, Mr. Wojnilower contended that the Government's anti-inflation policy had succeeded."
729492544,8,"It was the largest one-day gain in the Dow average since July 20, when it rose 30.74 points. Yesterday's surge puts the Dow within striking distance of its record close of 1,248.30 June 16. Advance Along Wide Front"
729492590,8,"Bond prices were held down in part by speculation that the Labor Department would revise upward the surprisingly strong February payroll number when the agency reports on March employment on April 5. More than 700,000 jobs were added to the nation's payrolls in February, and the number prompted sharp selloffs in the bond and stock markets on March 8. Some traders speculated yesterday that the number could be revised to as high as one million new jobs."
729492614,8,"Exports of computers, aircraft, food and other products rose more than twice as fast as imports, cutting the deficit by 9.9 percent, to $8.86 billion the narrowest in two months the Commerce Department reported."
729492617,8,"It shows the economy is pushing full steam ahead, and because of that we believe inflation will go higher in terms of wages and prices, said H. Kemble Stokes, deputy chief economist for the First National Bank of Chicago."
729492647,8,"WASHINGTON. Feb. 7 Unemployment declined in January to 3.5 percent of the work force, its lowest proportion since November, 1953."
729487637,7,As many as 175 well-paying lederal jobs are on the way. Huge research vessels will dock across Irom rusty old salmon boats beneath the New Deal era bridge that spans Yaquina Bay.
729487640,7,Productivity growth has raised living standards in the United States more than 40-fold since 1790.
729487660,7," can national economic policy aimed at curing stagflation avoid, on one side, the danger of pushing the economy into a depression and, on the other, regenerating higher inflation? The problem is exacerbated today by the overstrained debt positions of many companies, as indicated by liquidity ratios calculated by the Bank of New York."
729487665,7,"In a complete reversal of pattern of earlier sessions of the week, the stock market rallied substantially yesterday and eliminated its Thursday losses. Climbing back almost three points in a few issues, with recovery in the composite rate at 1.84 points in terms of The New York times index, it was indicated that technical factors still dominated."
729487671,7,Saturday night announcement of its decision to raise the discount rate to 12 percent and to exert more control over bank reserves and less over day-to-day swings in short-term interest rates.
729487679,7,"Consumer confidence edged higher in September, from an already strong level, said the Conference Board, a business research group in New York. The group's index of consumer confidence rose to 128.6 in September from a revised 127.6 in August."
729487710,7,"There is turmoil in the Middle East and turbulence in the financial markets. Gas prices and interest rates are climbing, while consumer confidence and credit card spending are spiraling downward. The American housing market seems poised for a slowdown or worse."
729487712,7,"Yet the chief executive of the biggest bank, Charles 0. Prince III of Citigroup, sounded a very upbeat note yesterday, saying that he had a great deal of optimism and enthusiasm about the rest of 2006."
729487735,7,"Stock prices scored their first gain of the week yesterday, buoyed somewhat by an encouraging report on the Government's consumer price index."
729487764,7,"Republicans say their goal is to trim fat and corporate welfare rather than cripple basic science, which economists agree is a powerful engine for promoting economic growth and high standards of living."
729487780,7,"in his meeting with bankers in Washington yesterday, President Bush sought to reinforce the message they have been getting from Treasury Secretary Nicholas F. Brady and the Federal Reserve chairman, Alan Greenspan: that the Government is well aware of its responsibility not only to protect the safety and soundness of commercial banks but also to insure their economic viability."
729487786,7,"It would be financed by a new tax a job security insurance premium, to be paid by all workers and employers in the United States, a portion by each as in the Social Security program."
729487808,7,"Number one, they are economy-sensitive and will benefit from the economic recovery. Two, there is a recognition of our need to increase technology efforts in order to remain competitive on a worldwide basis. Finally, from this point on, we can expect increasing outlays by the Federal Government for technology-oriented expenditures."
729487849,7,"In fact, when one passes from Mr. Reagan's campaign statements to his list of economic advisers, it becomes clear what his anti-inflationary policy is likely to be. The advisers are many of the same group who persuaded previous Republican Presidents to apply the recession cure and thereby produce the economic downturns of 1953, 1958, 1960 and 1974. (The 1969 downturn was largely the respon- sibility of the preceding Democratic Administration.) If the anti-inflationary policy of a Reagan Administration is to differ from that of Mr. Carter, it will merely be that, in the words of the Reagan advisers, the recession cure will be applied more quickly and allowed to continue longer."
729487855,7,"Officers chat during opening session of the convention. From left, George W. Dowdy, chairman of the executive committee; Richard H. Rich, president, and Edward W. Carter, chairman of the resolutions committee, who delivered the opening address yesterday."
729487888,7,"The 3.9 percent growth rate, while the slowest pace since the second quarter of 2003, was still considered healthy, economists said."
729487927,7,"Come what may a financial crisis here, a military misadventure there Americans could count on money sloshing up thick on their shores. Virtually limitless demand for American government bonds has supported the dollar's value, and kept domestic interest rates down. Americans have been emboldened to spend in blissful disregard of their debts, secure that foreigners would always supply finance. And that devil may care spending has in turn fueled economic growth around the world."
729487989,7,"Yesterday's market rallies saw the Dow Jones Industrial average jump 52.90 points, to 5,659.86, and the price of the 30-year bond climb, while its yield, which moves in the opposite direction from the price, fell to 7.10 percent from 7.15 percent."
729488018,7,"Govrnment securities held in custody by the Federal Reserve Banks tor foreign account were $6,176.000,000, an increase of $456,000,000 to the week and an increase of $509,000,000 from the comparable day a year ago."
729488058,7,Wall Street appeared to be paying more attention to the new bulletins from Washington than to the generally favorable developments in the economy reflected in the good-looking earnings reports publicized by the wire services.
729488062,7,"""I think we're still in a bull market, says Kevin Bradley, research director for Bache Halsey Stuart, ""although I see some consolidation of prices ahead."""
729488064,7,"For the record, the Dow Jones industrial average that serves as the market's main barometer hit its high for nearly four years on Sept. 21, when it finished at a heady reading of 1,014.79."
729488067,7,"THERE are a million unemployed people in the United States, and the unemployment rate is at 16-year high."
729488160,7,Interest rates fell slightly yesterday as modest demand by investors was supplemented by Federal Reserve purchases on behalf of its customers.
729488162,7,"Note and bond prices rose as much as 12%, and closed at the highest levels of the day. The Fed was also an active buyer of notes for its customers, acquiring $400 million, due mostly in 1987-89."
729488178,7,"With the completion of expansion projects already under way or announced, present United States aluminum capacity will be increased nearly 21 percent by mid-1960, to more than 2,600,000 tons a year."
729488187,7,"bonds are running at a monthly rate of about $10 billion, well below the $16.8 billion in new issues last month, according to Salomon Brothers. New shelf registrations, however, have jumped substantially in the past two weeks, Nancy Kimelman, a Salomon economist said. This indicates that companies ""could be getting ready to come into the market with long-term issues when prices stabilize. Companies planning to float future bond issues are required to file such registrations with the Securities and Exchange Commission."
729488240,7,"WASHINGTON, Nov. 3 The Labor Department reported today that the economy created new jobs at a brisk pace in October, calming fears that it might have begun to skid toward recession. In addition, factory employment stabilized after plunging in September."
729488252,7,"We had a pretty good January, said David Shulman, chief equity strategist at Salomon Brothers. Corporate earnings were terrific; by the end of the month interest rates stopped going up, and the investors continue to believe we're in a Goldilocks economy: not too fast, not too slow. All that has combined for a month that is certainly exuberant, and possibly irrational."
729488257,7,"The average discount rate on the three-month bill was 9.04 percent, down from 9.08 percent at last week's auction. The average discount rate on the six-month bill was 9.16 percent, up from 9.11 percent the previous week and the highest since the 9.19 percent rate on Jan. 3."
729488261,7,"The fireworks began around Labor Day when Hertz, the industry leader, announced that it was slashing rates by 33 percent and expanding unlimited mileage rates for leisure customers. A month later Avis, No. 2 in the industry, retaliated with rates a shade lower than Hertz's. Then Budget also followed the leader's price-cutting example, and National joined the fracas last Friday with even lower rates."
729488294,7,"In addition, the baulk wants governments to say they are ready to accept rates of growth low enough to keep the oil market in balance auid prevent futher damaging price increases, although it hopes the West earn tempt some oil-exporting countries to maintain or expand production by offering them special inflationproof investments for their surplus cash."
729488306,7,"Mr. Volcker, by broadening the target range in money supply growth for the rest of 1983, calmed fears of credit-tightening by the Fed. All 30 stocks in the industrial average rose Wednesday, with gains exceeding 2 points each for General Electric, General Motors, International Business Machines, International Paper and Merck."
729488307,7,"The Dow closed Friday at 1,231.17, up 38.88 points for the week, although by then fears of higher interest rates still lurked in the minds of investors."
729488313,7,Several prominent economists said that the recovery will sustain its momentum into the first half of next year. Most agreed that the expansion will slow near the middle of 1984.
729488314,7,"But on balance, the economists said that the nation is in for another year of economic well being. Predictions can be made with relative confidence because we are in a recovery, we will stay in a recovery and there is no need to call a turning point next year, said John O. Wilson, chief economist for the Bank of America."
729488317,7,"Most startling, the confidence of consumers in current conditions climbed to a new high for this economic expansion, which began in the spring of 1991. Although the largest number of consumers since the 1987 crash reported hearing of the decline in stock prices, nearly as many reported hearing of rebounding stock prices, the Michigan polling group said in its preliminary report for November. Consumer confidence has remained remarkably strong."
729488339,7,"Personal consumption outlays were running at an annual rate of $256,000,000,000 in the third quarter,. with $18,000,000,000 going for automobiles, 50 percent more than in the period a year earlier, the bulletin reported."
729488373,7,"The popular perception of small stocks is of emerging growth stocks. There are some, of course, but they don't dominate the group. There are some very boring companies, says Satya Pradhuman, a senior quantitative analyst at Merrill Lynch who studied the universe of small stocks and discovered that it has a larger proportion of cyclical issues than does the"
729488383,7,"THE drumbeat of good economic news is becoming so familiar that the nation might be excused for taking its prosperity for granted. The United States enjoys the lowest unemployment rate in a generation, stratosphenc stock markets, stable prices and even reduced welfare rolls."
729488395,7,"WASHINGTON, Dec. 17 Congressional conferees agreed today on legislation that would provide 375 jobs pext year and pay cash benefits to as many as 3 million workers not now covered by unemployment compensation of which is unknown but which would probably, be much more expensive than emergency job legislation that President Ford has sought, may be passed by both houses of Congress tomorrow and sent to the White House."
729488397,7,"the Senate approved a bill to provide direct cash payments to poor working families with incomes under 5,600 a year."
729488398,7,"provision was attached to a House-passed bill and it was uncertain that the lower chamber, in its rush toward The Senate passed by voice vote a bill preserving some tax advantages accorded to the railroad, coal and real estate industries. These and other tax law revisions were attached to a routine House-passed tariff bill."
729488403,7,"Throughout the year, stock prices had risen spectacularly to a twenty-five-year level that exceeded the 1929 peak by some indexes."
729488465,7,"Mixed employment data helped Wall Street extend a rally yesterday, as investors interpreted a slowdown in monthly hiring as a precursor to the end of the Federal Reserve's interest rate increases."
729488467,7,"Traders were mostly optimistic about a Labor Department report that employers added 108,000 jobs last month, about half the 200,000 increase forecast by economists and well behind a 305,000 gain in November."
729488489,7,"Despite the fact that market yields on Government securities have touched 5 percent in recent weeks, mortgages still offer a return after servicing costs to of a point greater. The yields on both mortgages and Governments are far above those on bank stocks, taking account even of anticipated increases in earnings."
729488490,7,"Stocks rose again, closing out a record week in terms of points. The Dow industrials added 18.85 more to close at 2,071.30 a gain of 114.86 for the holiday-shortened week. On a percentage basis, the 5.87 percent rise was nowhere near a one-week record. Some traders said that weekly records have been made somewhat artificial by the market's increased volatility."
729488502,7,"That belief was buttressed on Wednesday when ZenithOptlmedla, part of the Publicis Groupe, raised its forecast for growth in global ad spending this year to a 2.2 percent gain over 2009, compared with an increase of 0.9 percent that the agency had predicted in December."
729488511,7,"Volume bounded up to 12.01 million shares from 10.72 million on Thursday. The stepped-up trading pace carried volume for the week to a new weekly high of 54,132,340 shares."
729488532,7,"372,000 jobs were created in February. It also revised the increase in January jobs to 332,000, from 275,000."
729488562,7,"In the tax-exempt securities market, the volume of bonds for sale will total almost $288 million, according to data complied by the Bond Buyer. This weekly volume of long-term securities is just about average for 1970, but sales of short term tax free notes will increase sharply to $456 million."
729488635,7,"The consensus of American business forecasters is that 1978 will be a relatively good year, with real gross national producttotal output corrected for inflationrisine by 4.2 percent."
729488636,7,"Since the odds are strong that corporate taxes will be cut next yearby $5 billion if the Carter Administration's pending tax bill is accepted by Congress after-tax profits should be about 14 percent higher than this year. That would imply that after-tax profits, which ran at an annual rate of $102 billion in the first three quarters of 1977, would total $116 billion in 1978."
729488652,7,"This market offers corporate borrowers cheaper financing than either bank loans or the bond market, and"
729488661,7,"The recovery was getting back into stride. Retail sales were up; factory orders were up; housing and construction contracts were up. Secretary of Commerce Juanita M. Kreps said she expected real gross national product in the first quarter to ""hit just under 4 percent."" Real G.N.P. in the January-March quarter had earlier been estimated to come in half a percentage point lower."
729488665,7,"Soviet economists have held another meeting' of the Institute of Economics of the Soviet Academy of Science in a vain effort to find out why the United States has not had the economic crisis infallibly indicated for it by Marxian theory, it was learned yesterday."
729488677,7,"Sears, Roebuck and Company, the country's biggest retailer, had 1 percent higher corporate earnings, but its merchandising earnings fell sharply in the first quarter."
729488681,7,"In the year-earlier week, there was an increase of $186,000,000. Since mid-1961, business loans have registered an increase of $421,000,000, compared with a rise of $212 000. For the year to date, the net rise has amounted to $194,000,000. For the corresponding period of 1960, the increase was $218,000,000. On Wednesday, total business loans outstanding amounted to $10,969,000 000 against $10,848,000,000 a year earlier."
729488696,7,"Even so, the net gain for the day was considered encouraging in Wall Street. The reaction was linked to tax-selling to establish a profit on a regular-way or four-day delivery basis and make the gain applicable to 1964 income."
729488699,7,"On the American Stock Exchange 1.66 million shares were traded, compared with 1.56 million on Thursday."
729488721,7,"Gold for March delivery on the Commodity Exchange of New York $385.70 an ounce, the highest since Nov. 17. Profit taking cut the closing price to $385, which was $3.20 above Friday's settlement. The more active April contract ended $3 higher at $386.10. March silver rose 12.8 cents, to $4,696 an ounce."
729488740,7,"New York City's economy bounced back after Sept. 11 with surprising speed and is much healthier now than its slow-growing job market indicates, according to a report released yesterday by the Federal Reserve Bank of New York."
729488753,7,"""I don't think anyone questions the fact that the economy is improving in almost every sector, Marlin Fitz-water, the chief Presidential spokesman, said at the White House in response to questions about the figures. He pointed to the well-established tendency for the jobless rate to rise as recoveries take hold, as people begin looking seriously for jobs again. Those who have given up looking are not counted among the unemployed."
729488796,7,Enthusiasm sparked by better than expected results that I.B.M. had released after the market closed on Wednesday caused the Dow to surge nearly 80 points in early trading. Other technology issues rose sharply as well.
729488797,7,"But a warning from a Federal Reserve governor, Laurence H. Meyer, that the economy might be overheating raised fears that the Fed will increase interest rates when it meets again next month."
729488855,7," Interest rates retreated broadly for the second straight session yesterday as the money and bond markets benefited from various developments, including the continued run on the dollar abroad and the Government's success in preventing the prime rate from rising above 6 percent. The early tendency in the bond market rallied briskly and finished with gains in corporate issues that amounted to as much as point."
729488960,7,"WASHINGTON, Jan. 11 Unlike other economic recoveries in which blacks were often left behind, the current upswing helped push the unemployment rate for blacks to below 10 percent last month for the first time in more than two decades."
729488962,7,"Indeed, officials say the unemployment rate for black adults dropped faster in 1994 than it did for white adults and that black employment prospects appear better now than they were during the upswing of the late 1980's."
729489015,7,"Long-term interest rates continued to climb yesterday, following further indications of an economic revival. The signs came in the form of a Government report released before the markets opened that showed a pickup in non-farm employment in May."
729489018,7,"Soon after trading began, the yield on the Treasury's bellwether long bonds, the 8 percent issue maturing in May 2021, climbed to 8.50 percent, the highest level since November, from 8.42 percent the day before."
729489019,7,"This caused the yield to rise to 8.47 percent, up from 8.42 percent the day before and 8.26 percent a week ago."
