0,elsewhere the federal reserve released figures on bank reserves and bank borrowing that clearly appeared to indicate the credit plosture of the central banking system has been moving steadily toward greater tautness this year 
0,for all of industrial production averaged percent less than in for its first annual decline since the final year of the preceding recession from december to december production rose by six tenths of percent 
0,the economic situation has forced directors to take hard look at expenses beginning with the mess hall 
0,while the funds rate remains high other short term rates have reversed direction turning higher after period of decline large banks for example were paying percent yesterday for large negotiable certificates of deposit due in days up from about percent week ago 
1,in his annual economic report to congress the chief executive made the anti inflation proposal the cornerstone for economic stability in he also assigned it number one place among three objectives in the fight to overcome immediate economic dangers in the march to long and prosperous future 
1,two thirds trim sought the combination of tax and spending changes mr mondale said would cut the federal budget deficit for the fiscal year to billion one third of the billion that the congressional budget office predicts the deficit will reach if current reagan administration policies continue the fiscal year would mark the end of the next four year presidential term 
1,before reaching their present levels both the discount rate and prime rate had gyrated several times year the discount rate changed five times in and three times in the prime rate changed three times in and twice in 
0,noting that this is political world mr connally said that we have to have some fiscal stimulus at time when there are five million persons unemployed 
1,mr malvey thinks that the yield on the year bond percent on friday will move over percent before it has chance to irjove back down toward percent the yield on the year note which was percent friday could be as high as percent by the end of the year he said
0,testifying before congress yesterday alan greenspan the fed chairman called the current situation clearly without recent precedent even as the fed has lifted its benchmark short term rate eight times since last summer in an effort to choke off inflation the average rate on year mortgage has fallen to percent from percent according to bankrate com mortgage rates are now slightly higher than they were in when they were the lowest in at least three decades 
1,challenging the stereotype of the poor as single mothers on welfare who soak up more and more tax dollars new study has found that only one in four poor households in new york city is headed by single parent and that spending on welfare in the city when adjusted for inflation has declined by percent since 
0,analysts found it interesting that the philadelphia fed price report which two months ago led to market rout was only able to spur brief selloff yesterday 
0,washington july more than six months after the federal reserve began battling to reverse the economic slowdown in the united states economists and business executives say an unexpected rise in the value of the dollar is complicating the prospects for rebound 
1,technical data chief technical analyst jim donnelly added the inflation picture looks good but the market is still concerned with the refunding next week and the cabinet appointees with all of that in front of them players were not interested in buying bonds estimated dally average source telerats municipal bond index the bond buyer salomon brothers and telerate for treasury boll wether bonds notes and bills
0,the opening of the market showed little change from saturday close although bethlehem steel started at off point creeping decline set in midway through the first hour and by midday chrysler showed loss of points there were fractional inroads in the general list volume fell to shares during the noon period the softer trend continued throughthe end with sharp rise in selling during the final hour and closing quotations around the lows of the session 
0,loans to brokers and dealers for purchasing or carrying government and other securities increased loans to non bank financial institutions increased 
1,a great paradox seems to be developing in the post war economic world the planless economy of the united states which was expected to collapse in major depressionat least as predicted by advocates of planned economy thereby endangering the stability of the rest of the world is still going right ahead overcoming its own obstacles one after another and shipping abroad goods for the united nations relief and rehabilitation administration and for private relief as it sent lend lease extreme left notably in demands of the communist press that british socialists abandon the attempt to make nationalization conform to democracy and adopt the coercive
0,but as things turned out the credit controls have had substantial impact according to economists the credit measures which made it somewhat more costly to extend or receive credit have prompted millions of americans to alter their spending and credit habits the federal reserve program appears to have moved consumers to use their credit cards and charge accounts much less and it has thereby shaken the buy now pay later philosophy that until recently has kept inflation going 
1, yet ways must be found both to raise our imports and to increase the outflow of private capital if many of the successes thus far achieved in rehabilitating the production and trade of the world are not to shrink awav after modest progress noted for year the report for the year ended dec notes that it was year of modest progress toward most of the nation economic objectives domestic and international by weathering the first threat of long anticipated postwar recession and by continuing to demonstrate the potentialities for growth and adjustment of vigorous enterprise economy the report points out the united states was meeting the heavy responsibilities of leadership that world events during the first half of the century had placed upon it 
0,such highly leveraged mortgages and refinancings which have landed many so called prime borrowers in difficult straits when the value or their houses sank are now flow of money that can be put into higher yielding investments 
0,since midyear commercial and industrial loans have dropped compared with drop of in the corresponding portion of last year 
1,prices were fractionally reduced at the opening united states steel started point lower at on transfer of shares but most other steels were unchanged quotations held at the moderately lower level through the rest of the morning and then held steady until the fourth hour when spurt in the airline issues gave the list firmer appearance the market received its best lift in the final hour when blocks of and shares of commonwealth southern changed hands 
1,the magnitude of the increase was attributed largely to the fact that the pre christmas week had six shopping days compared with five shopping days year ago 
1, points at the average posted its high for the session at m when it was ahead points 
1,this month more than million people across the country will line up in banks and savings institutions coupon books in hand to make the first few deposits in their christmas club accounts 
1,washington sept the economy displayed slow to moderate overall growth in midsummer but was marked by striking differences among geographic areas and industries federal reserve survey said today 
1,department store sales in the metropolitan area last week rose strongly above levels store officials estimated the increase at to percent 
1,department store sales in the nation in the week ended march were percent higher than in the comparable week last year the federal reserve board noted that the increase reflected in part the fact that easter occurred week earlier this year than last 
0,the odds dictated by election year politics and recession year economics favor tax cut in but president carter who has been advised to keep his options open as long as possible may make no final decisions until well into the first quarter 
1,furthermore bond yields have recently been higher than the yield on money market funds and considerably higher than the dividend yield on common stocks in money began flowing more readily to the long term bond market once short term interest rates declined to levels that were less than the yields on long term bonds that is in contrast with and early when yields on shortterm securities were higher than on long term bonds condition which detered investment in long term bonds and drew billions of dollars to the money market funds 
1,the automotive shares leaders throughout the session maintained their advances fairly well but the railroads and steels lost most of their earlier gains 
0,the dow jones industrial average was ahead with solid advance of points at m but it skidded sharply thereafter and closed with loss of at volume was heavier during the decline underscoring the market downward momentum 
1,the decline in oil prices that helped bring inflation in the united states down to an annual rate of percent may be ending 
1,the explosive stock market rally of early august went down in the record books both for the volume of business it generated and the speed with which it came and went but one record it did not chalk up was retail participation 
1,it noted that output of goods iand services in the third quarter hit record annual rate of rate percent higher than in the quarter the steady climb of the gross national product indicates total for the year of it asserted about greater than the figure 
0,analysts generally say they expect earnings to drop again in the fourth quarter and possibly in the first three months of but they also say the size of the declines is likely to be less than they had forecast month or two ago 
0,as members of the senate rushed to complete the final wording of the compromise however and draft proposed amendment that was to be part of the farm bill time ran out and the compromise failed to be voted on the farm bill was passed this afternoon 
1,the percent growth rate while the slowest pace since the second quarter of was still considered healthy economists said 
0,addressing the government own imbalances will require scrutiny of both spending and taxes mr greenspan told membersof the house budget committee however tax increases of sufficient dimension to deal with our looming fiscal problems arguably pose significant risks to economic growth and the revenue base 
1,most startling the confidence of consumers in current conditions climbed to new high for this economic expansion which began in the spring of although the largest number of consumers since the crash reported hearing of the decline in stock prices nearly as many reported hearing of rebounding stock prices the michigan polling group said in its preliminary report for november consumer confidence has remained remarkably strong 
1,concern over the possibility of an overly robust economy and some end of the year selling by investors helped push the dow down 
1,in shallow recession the rise in the federal government debt mr kaufman argues will hinder the reliquification and necessary debt extension of private borrowers but in normal recession the problem of the federal government crowding out private borrowers is not significant problem 
1,private and government economists said that both income and spending should continue to rise moderately helping to stimulate recovery 
1,since then some reports on retail sales and housing construction have suggested the economy is beginning to recover but concern about the pace of recovery began to mount last month as auto sales figures remained at low levels last week the labor department reported that outside the public sector employment growth was extremely weak during march and for the last several weeks the nation money supply has declined following rapid expansion in january and february 
0,washington may with exports posting surprisingly strong rise the nation trade deficit narrowed sharply in march the government reported today 
0,not long ago new president of humble origin who had grown rich and famous in california took office in the midst of general but uneven prosperity soon after his inauguration signs of recession appeared upon the advice of the finest economists and business strategists he could muster the new president proposed large tax cuts to stimulate the economy the idea as the president explained was that the tax cuts would encourage burst of new economic activity which in turn would allow the government to reap new revenues eventually far more in fact than any initial revenue losses caused by the proposed tax cuts 
1,volume bounded up to million shares from million on thursday the stepped up trading pace carried volume for the week to new weekly high of shares 
0,productivity which measures the time effort and cost of providing goods and services increased at seasqnally adjusted annual rate of percent in the second quarter faster than the revised pace of percent in the first quarter the gain in the first quarter was initially reported as percent the productivity data do not include the farm sector 
1,prices were fractionally reduced at the opening united states steel started point lower at on transfer of shares but most other steels were unchanged quotations held at the moderately lower level through the rest of the morning and then held steady until the fourth hour when spurt in the airline issues gave the list firmer appearance the market received its best lift in the final hour when blocks of and shares of commonwealth southern changed hands 
0,but mrs slater maintained that the fate of inflation at the consumer price level should still work out for the second half of this year to little under percent compared with the percent annual rate in the first half joel popkin economist and price spe cialist at the nonprofit national bureau of economic research said the nation could look forward except for temporary deviations in food prices to percent rate of inflation as far as the eye can see president carter anti inflation program last april projected percent inflation rate by 
0,the computer room of the security industry automation corporation in lower manhattan that processed transactions for the million shares traded on the new york stock exchange last week 
0,herbert stein who leaves as chairman of the council of economic advisers at the end of august told congress joint economic committee that inflation would taper off in the last six months of this year but would be higher than expected he had earlier predicted percent inflation rate by the end of the year 
0,to mr juster and many other business cycle economists signs of imbalances that might signal recession simply have not appeared if they are right that could mean good news for the carter administration but bad news for those who believe recession is necessary to bring down the level of inflation however this outlook puts them at odds with many other economists who have already forecast the peaking of the current economic expansion and who say that recession will hit sometime later this year 
0,the bond markets took another pounding yesterday as prices continued to decline and interest grates again moved to higher levels 
0,the report authors also concluded that the economic effects of the terrorist attacks were sharp but short lived and had largely disappeared by the end of in the first months after the attacks some analysts had predicted that the damage to the economy would be permanent 
0,approved by vote of to the measure goes to conference with the house which passed slightly different version six weeks ago 
1,the stock market moved higher yesterday although the rally was confined mainly to blue chip stocks and stocks tied to takeovers real or rumored 
1,many plans have been advanced to get the unemployed back to work sooner than the ford administration programs nnw envisage all run up against common objection they presume sharply higher government spending or its equivalent the forgoing of tax revenues raising the specter of reinvigorated inflation 
0,if inflation doesn make you physically ill it will certainly make you little crazy economic stress causes several mental illnesses the most common low grade double digit depression the symptoms are subtle resembling radiation disease nausea hair loss overall numbness and loss of purpose that syndrome of yes the birds are chirping but don care my rent is and just paid for little box of blueberries and they weren even that wonderful there is no known cure most victims of low grade double digit depression simply lie around thinking thoughts like the consumer price index is up again can go on they live quietly in unstabilized apartments feeling their savings ebb when they go to the bank they experience the agony of withdrawal which can bring on crisis in the condition 
1,the stock market propelled by signs that the economy has picked up steam moved higher yesterday in accelerated trading 
1,william lefevre market strategist at purcell graham company said the market seemed to be saying economic recovery is just around the corner as evidenced by the recent upswing in housing and auto sales 
1,much of the improvement however resulted from special one time factors that significantly bolstered the earnings of several of the major bank holding companies citicorp the largest with total assets of billion included million in its after tax earnings that reflected gain from the sale of real estate on lexington avenue if this had not been included its return on each of average total assets would have amounted to cents rather than the cents that it reported 
1,philadelphia sept robert myers jr state secretary of banking today authorized pennsylvania banks to raise interest rates effective on oct the new limit on time deposits and savings accounts in commercial banks will be percent savings banks and employes mutual banking associations will be able to pay interest up to percent 
1,the upswing was helped along by new signs of diplomatic efforts to ease the crisis in the middle east and by some favorable economic developments on the home front 
0, the whole thing is very disappointing said sandra shaber senior economist at chase econometrics associates in bala pa we should have had much bigger gains in overall productivity if we are in real live recovery 
1,loans to brokers and dealers for purchasing or carrying government and other securities increased loans to non bank financial institutions increased 
1,cautious trading was the rule yesterday some market participants said as sellers and buyers engaged in tug of war with prices whipsawing throughout the session 
0,the dollar rose against most major currencies but it fell against the japanese yen gold prices dropped 
1,interest rates for long term corporate issues are at or near their highest levels ever and so are treasury issues that come due in more than five years yields on long term corporate issues are scaled upward from the percent yield on outstanding year treasury bonds 
1,the annual yield on three month treasury bills has soared almost three tenths of percentage point to percent since the federal reserve nudged up rates on feb 
1,at the same time investors would be able to get record yields on the money they lend the cityperhaps as much as percent or more 
1,the gain came even after the labor department reported the lowest unemployment rate in four years and strong numbers for job creation in december inflationary pressures that ought to have sent bond and stock prices tumbling but traders said the job creatlon figure of the market seems to be running without cause said tom gallagher head of equity trading at oppenheimer company there is no strategy here 
0,steels motors nonferrous metals and oils were weak building materials and motion pictures were strong most other groups were thoroughly irregular 
0,millions of americans in particular are experiencing unemployment wage freezes bankruptcies and falling real estate prices and concluding that what they are living through constitutes recession how can their perception reported in public opinion polls differ so strikingly from that of the federal reserve and its counterparts elsewhere 
1,we generate higher paying jobs in these related industries without eliminating jobs in the service industries 
0,tighter money will indeed lead to stronger dollar in the short run but it will also choke off real growth and is likely to weaken the dollar in the longer run some economic forecasters already see the possibility of credit crunch later this year leading to major recession in and the federal reserve defense of the dollar through high interest rates substantially increases the likelihood of debilitating crunch 
1,the d price deflator measure of price increases followed by wall street showed prices accelerated at percent annual pace in the first quarter unchanged from the previous report 
1,the bank points out that the auto industry wage settlement raises no immediate threat to stability of auto prices but could influence similar agreements in industries that could not absorb higher wage costs without raising prices in addition the possibility of price rises could exert psychological effect inducing businesmen to increase inventories 
0,the productivity of all private business the labor department said rose at an annual rate of three tenths of percent in the third quarter the increase was originally estimated in october at percent 
0,jackson hole wyo jas recently two weeks ago many analysts on wall street were warning that the federal reservewas overly confident that inflation would decline as soon as the economy began to slow 
1,the prime rate is the rate big banks charge big business corporations for loans it is the lowest rate for unsecured business loans and other loan rates are scaled upward from it the last change in this rate occurred on aug when it was lowered from to percent 
1,ca substantial wage increase no figures have been mentioned the steel workers argue that the increase is warranted because of the economic needs of members their greatly increasing productivity the record profitability of the industry and the economic situation of the country as whole premium pay for week ends here again the union has been vague but earlier reports suggested that time and half for saturdays and double time for sundays were the objectives 
1,lncludes charge of million relating to the combination of baker international coro and hughes tool co and pension reversion gains of million 
0,investors allowed worries over rising interest rates to overpower strong rally in technology stocks yesterday sending the dow jones industrial average down following morning rally 
1,interest rates last week dropped more sharply than they ever have in single week as the credit markets became increasingly convinced that the recession had begun at last 
1,funds showing largest percentage gains and declines in hat asset value from previous quarter vi gold shares became the hedge or precaution against such uncertainties as the fear of inflation the fall of the dollar federal reserve policy even the sustained rise in most other equity prices that is how john van eck portfolio manager of the top performing mutual fund in the first quarter of explained the latest glitter in precious metal stocks 
1,it was rare spectacle to have the federal reserve chairman publicly jawboning the stock market particularly when the effort seemed unsuccessful with last week rise the dow is still up more than points from where it was when mr greenspan first spoke 
0,the commerce department estimated that the nation gross domestic product grew at percent annual rate in the first quarter substantially slower than the percent growth of the final three months of and the slowest pace since the first quarter of 
1,the stock market surged yesterday after the government reported that the gross domestic product grew at surprisingly rapid percent annual rate in the third quarter 
0,through consolidated tape displaying last transaction prices and volume of all issues now listed on the new york stock exchange and other exchanges as well as over the counter securities the measure seeks to bring about single integrated market accessible to all qualified broker dealers and market makers 
1,the stock market erupted in display of pre holiday fireworks yesterday scoring its largest advance in month 
1,with an absence of fanfare food stocks continue to forge ahead this year thanks to the choice ingredients of sluggish economy low inflation and declining commodity costs 
0,in london peter wing of morgan grenfell merchant bank observed that mr volcker must be going in on his own terms he was referring to the substantial pay cut that mr volcker would take in moving from the new york bank which pays commercial salaries to the federal reserve board where salaries are linked to the lower federal pay scale mr volcker nomination has thus removed some of the doubts about president carter commitment to fighting inflation and preserving sound dollar that were raised by last week cabinet shuffle the abrupt decision to replace the treasury secretary michael blumenthal with the current reserve board chairman william miller had stirred concern among european bankers who suspect mr miller of political ambitions that might lead him to inflationary policies 
0,many of the nation top orchestras have reduced staff positions and administrative salaries in the last year orchestras have downsized seasons canceled tours programmed smaller works and left jobs open 
1, think it basically pretty positive statement said sung won sohn chief economist at wells fargo in minneapolis doubt that this hike which was widely expected will have any meaningful impact on the economy but it will have positive psychological effect on the market because it is reassuring the world that the economy is doing better 
1,stocks rose again closing out record week in terms of points the dow industrials added more to close at gain of for the holiday shortened week on percentage basis the percent rise was nowhere near one week record some traders said that weekly records have been made somewhat artificial by the market increased volatility 
0,investors however may not be pleased by refinancings of corporate bonds especially if they decide to reinvest their money in new bonds at time when interest rates have declined investors distress may be alleviated if the old bonds are bought at price well above par but there are circumstances in which companies can retire bonds at face value research report by the first boston corporation noted that many utility bonds can be retired at par through sinking fund payments or if the company sells assets 
1,inflationary implications but economists worried both about the ability of the economy to maintain that export momentum and about the inflationary impact if it does with employment at high levels they cautioned that the export surge may be pushing up against the capacity to produce in number of industrial sectors and that this could have inflationary implications 
0,although several elements have contributed to tha rising trend of market interest rates major one is unquestionably the growing alarm about the probable size of the deficit in the federal budget for the new fiscal year which begins july indeed this deficit problem is spreading concern in business circles far removed from the money makets 
0,the stock market drifted downstream all day yesterday and prices generally closed at their lowest levels of the session 
1,because of the uncertainty the buying of long term issues was modest at best according to securities dealers most large institutions are keeping their money in the money markets where returns exceed percent with little risk of loss 
0,the price of the year bond rose to the yield was percent down from percent on wednesday 
1,people who made profits on stocks last year and there was ample opportunity with the sharp run up in the stock market during the final days may be able to spare some of their earnings from taxes by taking advantage of the favorable capital gains deduction 
0,the current carried issues to losses and pushed leading industrial averages to their lowest levels in more than month leading rail averages were down to their lows for the year 
1,the american telephone and telegraph company offered million of year debentures with yield of percent yesterday while m plans to offer billion of preferred stock with yield of percent today 
1,will tell you that excess competition brings low profit margins and ruinous competition yet bank profit margins are high even as the industry shrinks the reason is that short term interest rates plunged while long term rates did not that enabled banks to make hefty profits with minimal risk simply by buying two year to five year government securities this improvement in bank profitability came at fairly critical juncture mr greenspan said last month in an understatement in the fall of bank stocks were so low that it appeared the stock market
1,historically he notes profits have been tied closely to capital outlays and it has been these expenditures in new plant and equipment plus similar investments in research and development that have provided the chief spur to increased productivity or output per manhour and rising productivity has been the primary force offsetting increases in prices 
1,things might seem dull but considering the move we have had over the last week or so the market is holding together quite well one government bond trader said 
1,washington oct the newest member of the federal reserve board took his first public look at the economy today he found fears of inflation exaggerated and saw no present need to tighten monetary policy 
0,that contention appears to haunt him today the nation boom has collapsed despite the faith of mr greenspan the fed chairman that the ever greater efficiencies of the information age would keep on raising profits incomes and employment at healthy pace instead the nation is barely skirting recession stock prices have fallen the budget surplus is shrinking and the new economy is losing its charm 
0,washington march the federal reserve held briefing today to explain the new credit controls to affected businesses but the briefing focused mostly on businessmen complaints and the fed omissions 
0,as the federal reserve board has acted to push up interest rates in recent weeks economists in both industry and government are beginning to warn that higher rates alone are not going to cure inflation 
0,the labor department said employment totaled million people during the april june quarter down from million during the first three months of the year 
1,meeting in washington to discuss proposed cuts in the federal budget were from left senators edmund muskie and lawton chiles paul volcker chairman of the federal reserve senator james exon representatives robert giaimo thomas o neill speaker and james wright jr and senator robert byrd 
1,technical looking on its face the amendment would empower the federal reserve to establish reserve requirements against bank assets as well as liabilities or deposits what it means in practice is that the federal reserve is being asked to decide which of the various types of loans and investments banks make are the most desirable to achieve the nation goals 
1, the message in these latest numbers is that consumers are doing surprisingly well but companies are still struggling with investment and production said james paulsen senior economist at wells capital management in minneapolis that has been the story for nearly six months 
0,bad news about the news business is story with legs the motajournalism postings of mediagazer paidconlent and romcnesko unemployed restaurant critic find neither shame nor deprivation in food stamps reflect downsizing world of hurt where every crystal ball is cloudy as profits evaporate nowhere is uie pain of contraction and uncertainty sharper than in the newspaper industry the presses still roll and the news still breaks but most of the big money still comes from the fading dead tree business model and while independent web sites and new online ventures are increasingly producing rigorous original journalism every blogger who is not too stupid or too full of himself to notice what is going on knows there would be next to nothing important for the vast internet commentariat to aggregate curate or opine about without professionally edited remunerative reporting 
0,this fall election seems unlikely to alter the consensus that has emerged among the nation political leaders and their economic advisers that the necessary cure for inflation is deliberately induced recession what is not sufficiently appreciated is the effect that such cure has on the american economy long run growth rate not to mention the people who immediately lose their jobs 
1,mr volcker by broadening the target range in money supply growth for the rest of calmed fears of credit tightening by the fed all stocks in the industrial average rose wednesday with gains exceeding points each for general electric general motors international business machines international paper and merck 
0,corporate bond prices which frequently were down an eighth or quarter of point early yesterday recovered beginning about m many recently offered corporate bonds closed quarter to three quarters of point above tuesday closing levels 
0,institutional investors who earlier this month were selling bonds because of concerns that inflation and interest rates would rise when the economy improved in the second half are now focusing more on the prospects of economic weakness
1,on the whole as noted by leonard drake economist and executive director of the chamber of commerce of greater philadelphia business and employment in averaged higher than in although the trend toward the year end was definitely soft 
0,the list held firm in the lunch hour but the tape was at standstill for several minutes at time westinghouse electric selling at up was one of the strongest features at m the fifth hour was the dullest of the session but offerings increased somewhat in the last thirty minutes of trading and the market closed irregularly higher 
1,recently companies that pay large dividends have been shunned in favor of more speculative businesses whose shareholders expect to be rewarded with strong capital appreciation down the road but the plunge in share prices over the last month may have tempered that outlook bit and at such the demand for big dividend payers tends to increase as investors seek comfort in those quarterly payments while some analysts and fund managers foresee more weakness for such stocks others are encouraging investors to give them another look dividend payers outperform when the market goes down said james huguet president of great companies funds in clearwater fla and such time is not far off he predicted 
